Albania,#genre#
Катунь 24 Ⓞ,https://ok.ru/video/1166706155179
Крым 24,https://cdn.1tvcrimea.ru/24tvcrimea.m3u8
Кубань 24 Ⓞ,https://ok.ru/video/4157442498242
Луганск 24,https://tv.gtrklnr.ru/hls/Lugansk24.m3u8
Мир Белогорья,http://mirbelogorya.ru:8080/mirbelogorya/index.m3u8
Москва 24,https://player.smotrim.ru/iframe/stream/live_id/1661
Нижний Новгород 24,https://live-vestinn.cdnvideo.ru/vestinn/nn24-khl/playlist.m3u8
Самара 24,https://vgtrkregion.cdnvideo.ru/vgtrk/samara/regionHD/playlist.m3u8
Саратов 24,https://saratov24.tv/online/playlist.php
Сибирь 24,https://vgtrkregion-reg.cdnvideo.ru/vgtrk/novosibirsk/russia1-hd/index.m3u8
Тольятти 24,https://tvtogliatti24.ru/hls/live1080/index.m3u8
Урал 24,https://vgtrkregion-reg.cdnvideo.ru/vgtrk/chelyabinsk/russia1-hd/index.m3u8
Якутия 24,https://live-saha.cdnvideo.ru/saha2/yak24rtmp_live.smil/playlist.m3u8
360 Новости,https://live-vgtrksmotrim.cdnvideo.ru/vgtrksmotrim/smotrim-live-03-srt.smil/playlist.m3u8
Вести ФМ,https://player.smotrim.ru/iframe/stream/live_id/52035
Небеса ТВ7 Ⓢ,https://vod.tv7.fi/tv7-ru/tv7-ru.smil/playlist.m3u8
Север,https://live.mediacdn.ru/sr1/sever/playlist.m3u8
Смотрим: Мелодрамы,https://live-vgtrksmotrim.cdnvideo.ru/vgtrksmotrim/smotrim-live-02.smil/playlist.m3u8
Смотрим: Тайны,https://live-vgtrksmotrim.cdnvideo.ru/vgtrksmotrim/smotrim-live-07.smil/playlist.m3u8
Смотрим: Честный Детектив,https://live-vgtrksmotrim.cdnvideo.ru/vgtrksmotrim/smotrim-live-01.smil/playlist.m3u8
Соловьёв Live,https://player.smotrim.ru/iframe/stream/live_id/63338
Ю Ⓢ,https://strm.yandex.ru/kal/utv/utv0.m3u8
Матч! Планета Ⓢ,http://212.0.211.102:9999/play/a00b/index.m3u8
San Marino,#genre#
San Marino Rtv,https://d2hrvno5bw6tg2.cloudfront.net/smrtv-ch01/_definst_/smil:ch-01.smil/chunklist_b2192000_slita.m3u8
San Marino Rtv Sport,https://d2hrvno5bw6tg2.cloudfront.net/smrtv-ch02/_definst_/smil:ch-02.smil/chunklist_b1692000_slita.m3u8
Saudi Arabia,#genre#
Al Saudiya,https://shd-gcp-live.edgenextcdn.net/live/bitmovin-saudi-tv/2ad66056b51fd8c1b624854623112e43/index.m3u8
SBC Saudi Arabia,https://shd-gcp-live.edgenextcdn.net/live/bitmovin-sbc/90e09c0c28db26435799b4a14892a167/index.m3u8
Al Ekhbariya,https://shd-gcp-live.edgenextcdn.net/live/bitmovin-al-ekhbaria/297b3ef1cd0633ad9cfba7473a686a06/index.m3u8
Al Saudiya Alaan,https://shd-gcp-live.edgenextcdn.net/live/bitmovin-ksa-now/71ed3aa814c643306c0a8bc4fcc7d17f/index.m3u8
Al Quran Al Kareem TV,https://al-ekhbaria-prod-dub.shahid.net/out/v1/9885cab0a3ec4008b53bae57a27ca76b/index.m3u8
Rotana Cinema KSA,https://bcovlive-a.akamaihd.net/9527a892aeaf43019fd9eeb77ad1516e/eu-central-1/6057955906001/playlist.m3u8
Rotana Classic,https://bcovlive-a.akamaihd.net/0debf5648e584e5fb795c3611c5c0252/eu-central-1/6057955906001/playlist.m3u8
Serbia,#genre#
RTS 1,https://webtvstream.bhtelecom.ba/rts1.m3u8
RTS 2,https://webtvstream.bhtelecom.ba/rts2.m3u8
Euronews Serbia,https://d1ei8ofhgfmkac.cloudfront.net/app-19518-1306/ngrp:QoZfNjsg_all/playlist.m3u8
RTV 1,rtsp://212.200.255.151/rtv1
RTV 2,rtsp://212.200.255.151/rtv2
Slovakia,#genre#
:Jednotka,https://sktv.plainrock127.xyz/get.php?x=STV1
:Dvojka,https://sktv.plainrock127.xyz/get.php?x=STV2
:24,https://sktv.plainrock127.xyz/get.php?x=STV24
:Šport,https://sktv.plainrock127.xyz/get.php?x=SPORT
:O,https://sktv.plainrock127.xyz/get.php?x=STV-O
STVR,https://sktv.plainrock127.xyz/get.php?x=RTVS
NR SR,https://sktv.plainrock127.xyz/get.php?x=NR_SR
JOJ,https://live.cdn.joj.sk/live/andromeda/joj-1080.m3u8
JOJ Plus,https://live.cdn.joj.sk/live/andromeda/plus-1080.m3u8
WAU,https://live.cdn.joj.sk/live/andromeda/wau-1080.m3u8
JOJ 24,https://live.cdn.joj.sk/live/andromeda/joj_news-1080.m3u8
JOJ Šport,https://live.cdn.joj.sk/live/andromeda/joj_sport-1080.m3u8
Senzi,http://lb.streaming.sk/senzi/stream/playlist.m3u8
TA3 Ⓢ,https://sktv.plainrock127.xyz/get.php?x=TA3
Slovenia,#genre#
TV SLO 1,https://www.tvkaista.net/stream-forwarder/get.php?x=TVSLO1
TV SLO 2,https://www.tvkaista.net/stream-forwarder/get.php?x=TVSLO2
TV SLO 3,https://www.tvkaista.net/stream-forwarder/get.php?x=TVSLO3
TV Koper/Capodistria,https://www.tvkaista.net/stream-forwarder/get.php?x=TVKC
TV Maribor,https://www.tvkaista.net/stream-forwarder/get.php?x=TVMaribor
MMC TV,https://www.tvkaista.net/stream-forwarder/get.php?x=MMCTV
Nova 24 TV Ⓨ,https://www.youtube.com/@Nova24TVSlovenija/live
Folx Slovenija,https://cdne.folxplay.tv/folx-trz/streams/ch-5/master.m3u8
Somalia,#genre#
Dacwa TV Ⓢ,https://ap02.iqplay.tv:8082/iqb8002/d13w1/playlist.m3u8
MM Somali TV Ⓢ,https://cdn.mediavisionuk.com:9000/MMTV/index.m3u8
Puntland TV Ⓢ,http://cdn.mediavisionuae.com:1935/live/putlandtv2.stream/playlist.m3u8
Saab TV Ⓢ,https://ap02.iqplay.tv:8082/iqb8002/s03btv/playlist.m3u8
SBC Somalia Ⓢ,http://cdn.mediavisionuae.com:1935/live/sbctv.stream/playlist.m3u8
SNTV Daljir Ⓢ,https://ap02.iqplay.tv:8082/iqb8002/s2tve/playlist.m3u8
Somali Cable TV Ⓢ,https://ap02.iqplay.tv:8082/iqb8002/somc131/playlist.m3u8
Somali National TV Ⓢ,https://ap02.iqplay.tv:8082/iqb8002/s4ne/playlist.m3u8
Spain,#genre#
La 1,https://dh6vo1bovy43s.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-x3gcl32l5ffq2/La_1_ES.m3u8
La 2,https://di2qeq48iv8ps.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-o8u23e6v7vptv/La_2_ES.m3u8
Antena 3,http://185.189.225.150:85/Antena3HD/index.m3u8
Cuatro,http://185.189.225.150:85/CuatroHD/index.m3u8
Telecinco,http://185.189.225.150:85/TeleCincoHD/index.m3u8
La Sexta,http://185.189.225.150:85/LaSexta/index.m3u8
24h,https://d3pfmk89wc0vm9.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-nlow3qkp9tmdm/24H_ES.m3u8
tdp,https://rtvelivestream.akamaized.net/rtvesec/tdp/tdp_main.m3u8
clan,https://rtvelivestream.akamaized.net/rtvesec/clan/clan_main_dvr.m3u8
TVE Internacional Europe-Asia,https://rtvelivestream.akamaized.net/rtvesec/int/tvei_eu_main_dvr.m3u8
Neox Ⓢ,http://185.189.225.150:85/neox/index.m3u8
Nova Ⓢ,http://185.189.225.150:85/nova/index.m3u8
Mega Ⓢ,http://185.189.225.150:85/mega/index.m3u8
Atreseries Ⓢ,http://181.78.109.48:8000/play/a00l/index.m3u8
FDF,http://185.189.225.150:85/fdf/index.m3u8
Divinity Ⓖ,https://directos.divinity.es/orilinear04/live/linear04/main/main.isml/main-audio_spa=128000-video=1500000.m3u8
Energy Ⓖ,https://directos.energytv.es/orilinear03/live/linear03/main/main.isml/main-audio_spa=128000-video=1500000.m3u8
Boing,http://185.189.225.150:85/boing/index.m3u8
Be Mad Ⓖ,https://directos.bemad.es/orilinear02/live/linear02/main/main.isml/main-audio_spa=128000-video=1500000.m3u8
Paramount Network,http://185.189.225.150:85/Paramount/index.m3u8
RNE para todos,https://rtvelivestream.akamaized.net/rtvesec/rne/rne_para_todos_main.m3u8
euronews,https://euronews-live-spa-es.fast.rakuten.tv/v1/master/0547f18649bd788bec7b67b746e47670f558b6b2/production-LiveChannel-6571/bitok/eyJzdGlkIjoiMDA0YjY0NTMtYjY2MC00ZTZkLTlkNzEtMTk3YTM3ZDZhZWIxIiwibWt0IjoiZXMiLCJjaCI6NjU3MSwicHRmIjoxfQ==/26034/euronews-es.m3u8
El País,https://d2xqbi89ghm9hh.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-79fx3huimw4xc-ssai-prd/fast-channel-el-pais.m3u8
Negocios,https://streaming013.gestec-video.com/hls/negociostv.m3u8
Squirrel,https://tsw.streamingwebtv24.it:1936/inteccdn1/inteccdn1/playlist.m3u8
BOM Cine,https://tsw.streamingwebtv24.it:1936/inteccdn3/inteccdn3/playlist.m3u8
Telemadrid,https://telemadrid-23-secure2.akamaized.net/master.m3u8
La Otra,https://laotra-1-23-secure2.akamaized.net/master.m3u8
Canal Sur Andalucía,https://d35x6iaiw8f75z.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-kbwsl0jk1bvoo/canal_sur_andalucia_es.m3u8
La 8 Mediterráneo,https://streaming004.gestec-video.com/hls/8TV.m3u8
Televisión Canaria Ⓨ,https://www.youtube.com/user/TelevisionCanaria/live
IB3 Global Ⓨ,https://www.youtube.com/c/ib3/live
Canal Extremadura,https://cdnapisec.kaltura.com/p/5581662/sp/558166200/playManifest/entryId/1_1u7ssdy3/protocol/https/format/applehttp/flavorIds/1_8xbndriw/a.m3u8
Aragón TV Ⓢ,https://cartv.streaming.aranova.es/hls/live/aragontv_canal1.m3u8
ETB1,https://multimedia.eitb.eus/live-content/etb1hd-hls/master.m3u8
ETB2,https://multimedia.eitb.eus/live-content/etb2hd-hls/master.m3u8
TV3,http://185.189.225.150:85/tv3/index.m3u8
TV3Cat Ⓖ,https://directes3-tv-int.3catdirectes.cat/live-content/tvi-hls/master.m3u8
3/24,https://directes-tv-int.3catdirectes.cat/live-origin/canal324-hls/master.m3u8
Bon Dia,https://directes-tv-int.3catdirectes.cat/live-content/bondia-hls/master.m3u8
SX3 Ⓖ,https://directes-tv-cat.3catdirectes.cat/live-content/super3-hls/master.m3u8
El 33 Ⓖ,https://directes-tv-cat.3catdirectes.cat/live-origin/c33-super3-hls/master.m3u8
Esport3 Ⓖ,https://directes-tv-es.3catdirectes.cat/live-origin/esport3-hls/master.m3u8
Canal TE24,https://ingest1-video.streaming-pro.com/esportsteABR/etestream/playlist.m3u8
À Punt TV,https://bcovlive-a.akamaihd.net/8499d938ef904e39b58a4adec2ddeada/eu-west-1/6057955885001/playlist_dvr.m3u8
7 Región de Murcia Ⓢ,https://rtv-murcia-live.globalmest.com/principal/smil:principal.smil/playlist.m3u8
Canal 4 Tenerife,https://videoserver.tmcreativos.com:19360/ccxwhsfcnq/ccxwhsfcnq.m3u8
Televisión Melilla,https://tvmelilla-hls-rm-lw.flumotion.com/playlist.m3u8
La 1 (Catalunya),https://rtvelivestream-clnx.rtve.es/rtvesec/cat/la1_cat_main_dvr.m3u8
La 1 (Canarias),https://rtvelivestream-clnx.rtve.es/rtvesec/can/la1_can_main_720.m3u8
La 2 (Catalunya),https://rtvelivestream.akamaized.net/rtvesec/cat/la2_cat_main_dvr.m3u8
La 2 (Canarias),https://ztnr.rtve.es/ztnr/5468585.m3u8
Spain VOD,#genre#
HQM Arabic,https://livelist01.yowi.tv/lista/39596c72840d27b213caf4e58c39599a6f2ed203/master.m3u8
HQM Baladas,https://livelist01.yowi.tv/lista/5d7d2c21e0ec7a8a99fd1fdbc52cbdc0782f77fc/master.m3u8
HQM Blues,https://livelist01.yowi.tv/lista/81c601f370e44dc566113fd752204be5f5f53b61/master.m3u8
HQM Chill Out,https://livelist01.yowi.tv/lista/183a351ddb0e57af6d735256226e6033c32219ab/master.m3u8
HQM Classic,https://livelist01.yowi.tv/lista/f04129475945936b248aa723de56519ea2ff10fc/master.m3u8
HQM Dance,https://livelist01.yowi.tv/lista/57cf2f51b07ff21988a7a6f0270a66d41086d4a4/master.m3u8
HQM Folk,https://livelist01.yowi.tv/lista/9f5310c179e8e840188d183be235f755b18cf703/master.m3u8
HQM Gym,https://livelist01.yowi.tv/lista/abb87f329d0ed03072b1930e9636a53e8076c8d5/master.m3u8
HQM Hip Hop,https://livelist01.yowi.tv/lista/8327abc87895df4c76db1155435fdca6a3607bbd/master.m3u8
HQM Hits,https://livelist01.yowi.tv/lista/5e2db2017a8fd03f73b40ede363d1a586db4e9a6/master.m3u8
HQM Jazz,https://livelist01.yowi.tv/lista/f204aa5b3f0691e69851b54b7746ef09ede26f6a/master.m3u8
HQM Kids,https://livelist01.yowi.tv/lista/e4bc12dafe33c3ceb3e382e3acc0ec2c012cf7fd/master.m3u8
HQM Latin,https://livelist01.yowi.tv/lista/9a4da7871ec57b4b63ed49597a13d09869172be0/master.m3u8
HQM Pop,https://livelist01.yowi.tv/lista/eb2fa68a058a701fa5bd2c80f6c8a6075896f71d/master.m3u8
HQM Relax,https://livelist01.yowi.tv/lista/dc1b71c6fda2e687050facaa7242062cbf5a7f2a/master.m3u8
HQM Remember,https://livelist01.yowi.tv/lista/57c98e2e295a0b69b52dc5f84edc4b1b68783ba2/master.m3u8
HQM Rock,https://livelist01.yowi.tv/lista/0d6c7ccfac89946bfd41ae34c527e8d94734065c/master.m3u8
HQM Spanish,https://livelist01.yowi.tv/lista/8635ae40f8d1a32eccd63d1f58b55662c9c98f9f/master.m3u8
Sweden,#genre#
SVT 1 Ⓖ,https://ed2.cdn.svt.se/ed7/d1/c/se/svt1/manifest.mpd?defaultSubLang=1
SVT 2 Ⓖ,https://ed2.cdn.svt.se/ed7/d1/c/se/svt2/manifest.mpd?defaultSubLang=1
ATG Live Ⓢ,https://httpcache0-00688-cacheliveedge0.dna.qbrick.com/00688-cacheliveedge0/out/u/atg_sdi_1_free.m3u8
Expressen TV,https://cdn0-03837-liveedge0.dna.ip-only.net/03837-liveedge0/smil:03837-tx2/playlist.m3u8
Kanal 10 Sverige,https://rrr.sz.xlcdn.com/?account=cn_kanal10media&file=live_transcoded&type=live&service=wowza&protocol=https&output=playlist.m3u8
SVT 24 Ⓖ,https://ed2.cdn.svt.se/ed7/d1/c/se/svtb/manifest.mpd?defaultSubLang=1
Kunskapskanalen Ⓖ,https://ed2.cdn.svt.se/ed7/d1/c/se/svtk/manifest.mpd?defaultSubLang=1
Di TV,https://cdn0-03837-liveedge0.dna.ip-only.net/03837-liveedge0/smil:03837-tx4/playlist.m3u8
Öppna Kanalen Stockholm Ⓢ,https://edg03-prd-se-ixn.solidtango.com/edge/451iw2h/playlist.m3u8
Öppna Kanalen Malmö Ⓢ,https://edg01-prd-de-ixn.solidtango.com/edge/_8ynhbua3_/8ynhbua3/manifest.m3u8
Västmanlands TV,https://edg01-prd-se-dcs.solidtango.com/edge/lo9yf4l5/playlist.m3u8
Sundskanalen,https://stream.sundskanalen.se/live/view/index.m3u8
Öppna Kanalen Skövde,https://edg01-prd-de-ixn.solidtango.com/edge/_c6697zkv_/c6697zkv/manifest.m3u8
Lokal-TV Uddevalla / Fyrbodal-TV Ⓨ,https://www.youtube.com/@LtvuSeTube/live
Aryen TV,https://aryen.tv/live/tv/playlist.m3u8
Suryoyo Sat,https://player-api.new.livestream.com/accounts/10187302/events/6785118/broadcasts/237816618.secure.m3u8
Switzerland,#genre#
SRF 1,http://51.91.73.99:25461/sweden/PM66f7Y43H/25849
TVO,https://cdnapisec.kaltura.com/p/1719221/sp/171922100/playManifest/entryId/1_t5h46v64/format/applehttp/protocol/https/a.m3u8
RTS Un,http://hotiptv.site:8080/zkby2013/1d469e6d9e42/67585
TVM 3,http://livevideo.infomaniak.com/streaming/livecast/tvm3/playlist.m3u8
RSI La 1,http://190.2.155.162/RSI1/index.m3u8
RSI La 2,http://190.2.155.162/RSI2/index.m3u8
Teleticino,https://vstream-cdn.ch/hls/teleticino_720p/index.m3u8
Taiwan,#genre#
CTV News Channel (中視新聞台) Ⓨ,https://www.youtube.com/watch?v=TCnaIE_SAtM
PTS Taigi (公視台語台) Ⓨ Ⓖ,https://www.youtube.com/watch?v=6KlRR_DGhmI
TaiwanPlus Ⓨ,https://www.youtube.com/watch?v=dZp87qnWelE
民視無線台,http://seb.sason.top/ptv/ftv.php?id=ms
FTV One (民視第一台),http://seb.sason.top/ptv/ftv.php?id=dy
FTV News (民視新聞台) Ⓨ,https://www.youtube.com/watch?v=ylYJSBUgaMA
FTV Taiwan (民視台灣台),http://seb.sason.top/ptv/ftv.php?id=tw
TTV Main Channel (臺灣電視台) Ⓨ Ⓖ,https://www.youtube.com/watch?v=uDqQo8a7Xmk
TTV News (台視新聞台) Ⓨ,https://www.youtube.com/watch?v=xL0ch83RAK8
Congress Channel 1 Ⓨ,https://www.youtube.com/watch?v=4HysYHJ6GkY
Congress Channel 2 Ⓨ,https://www.youtube.com/watch?v=RAP4h3q6_Sg
Trinidad,#genre#
CNC3,https://sktv-forwarders.7m.pl/get.php?x=CNC3
gayelle,https://sktv-forwarders.7m.pl/get.php?x=gayelle
Synergy TV,https://sktv-forwarders.7m.pl/get.php?x=Synergy_TV
TTT,https://sktv-forwarders.7m.pl/get.php?x=TTT
IBN,https://sktv-forwarders.7m.pl/get.php?x=IBN
Trinity TV,https://sktv-forwarders.7m.pl/get.php?x=Trinity_TV
Turkey,#genre#
TRT 1,https://tv-trt1.medya.trt.com.tr/master.m3u8
TRT 2 Ⓖ,https://tv-trt2.medya.trt.com.tr/master.m3u8
TRT Haber,https://tv-trthaber.medya.trt.com.tr/master.m3u8
TRT Spor Ⓖ,https://tv-trtspor1.medya.trt.com.tr/master.m3u8
TRT Spor 2 Ⓖ,https://tv-trtspor2.medya.trt.com.tr/master.m3u8
TRT Çocuk,https://tv-trtcocuk.medya.trt.com.tr/master.m3u8
TRT Müzik,https://tv-trtmuzik.medya.trt.com.tr/master.m3u8
TRT Belgesel,https://tv-trtbelgesel.medya.trt.com.tr/master.m3u8
TRT Avaz,https://tv-trtavaz.medya.trt.com.tr/master.m3u8
TRT Kurdî,https://tv-trtkurdi.medya.trt.com.tr/master.m3u8
TRT Arabi,https://tv-trtarabi.medya.trt.com.tr/master.m3u8
TRT World,https://tv-trtworld.medya.trt.com.tr/master.m3u8
TRT Türk,https://tv-trtturk.medya.trt.com.tr/master.m3u8
TRT EBA Ilkokul,https://tv-e-okul00.medya.trt.com.tr/master.m3u8
TRT EBA Ortaokul,https://tv-e-okul01.medya.trt.com.tr/master.m3u8
TRT EBA Lise,https://tv-e-okul02.medya.trt.com.tr/master.m3u8
UK,#genre#
BBC One Ⓖ,https://vs-hls-pushb-uk-live.akamaized.net/x=4/i=urn:bbc:pips:service:bbc_one_yorks/iptv_hd_abr_v1.m3u8
BBC Two Ⓖ,https://vs-hls-push-uk-live.akamaized.net/x=4/i=urn:bbc:pips:service:bbc_two_hd/iptv_hd_abr_v1.m3u8
Channel 4 Ⓢ,http://176.65.146.105:8011/play/a07w/index.m3u8
S4C Ⓖ,https://live-uk.s4c-cdn.co.uk/out/v1/a0134f1fd5a2461b9422b574566d4442/live_uk.m3u8
BBC Alba Ⓖ,https://vs-hls-pushb-uk-live.akamaized.net/x=4/i=urn:bbc:pips:service:bbc_alba/iptv_hd_abr_v1.m3u8
BBC Four Ⓖ,https://vs-hls-pushb-uk-live.akamaized.net/x=4/i=urn:bbc:pips:service:bbc_four_hd/iptv_hd_abr_v1.m3u8
BBC Scotland Ⓢ Ⓖ,https://vs-hls-pushb-uk-live.akamaized.net/x=4/i=urn:bbc:pips:service:bbc_scotland_hd/pc_hd_abr_v2.m3u8
E4 Ⓢ,http://176.65.146.105:8011/play/E4HD/index.m3u8
Film4 Ⓢ,http://176.65.146.105:8011/play/FILM4SD/index.m3u8
QVC UK Ⓢ,https://qvcuk-live.akamaized.net/hls/live/2097112/qvc/3/3.m3u8
TJC,https://cdn-shop-lc-01.akamaized.net/Content/HLS_HLS/Live/channel(TJCOTT)/index.m3u8
BBC Three Ⓖ,https://vs-hls-pushb-uk-live.akamaized.net/x=4/i=urn:bbc:pips:service:bbc_three_hd/iptv_hd_abr_v1.m3u8
GemsTV Ⓢ,http://57d6b85685bb8.streamlock.net:1935/abrgemporiaukgfx/livestream_360p/index.m3u8
4seven Ⓢ,http://176.65.146.170:8013/play/a06p/index.m3u8
Ideal World,https://ythls.armelin.one/channel/UCJbgGTpBWuC87VFIKTTO4RQ.m3u8
Blaze Ⓖ,https://live.blaze.tv/live7/blaze/bitrate1.isml/live.m3u8
Jewellery Maker,https://lo2-1.gemporia.com/abrjewellerymaker/smil:livestream.smil/playlist.m3u8
Hobby Maker,https://lo2-1.gemporia.com/abrhobbymakerukgfx/smil:livestreamFullHD.smil/playlist.m3u8
EarthXTV,https://ov.ottera.tv/live/master.m3u8?channel=earth_et
PBS America,https://pbs-samsunguk.amagi.tv/playlist.m3u8
Create & Craft,https://live-hochanda.simplestreamcdn.com/live2/hochanda/bitrate1.isml/live.m3u8
CBBC Ⓖ,https://vs-hls-pushb-uk-live.akamaized.net/x=4/i=urn:bbc:pips:service:cbbc_hd/t=3840/v=pv14/b=5070016/main.m3u8
CBeebies Ⓖ,https://vs-hls-pushb-uk-live.akamaized.net/x=4/i=urn:bbc:pips:service:cbeebies_hd/t=3840/v=pv14/b=5070016/main.m3u8
BBC Parliament Ⓢ Ⓖ,https://vs-hls-pushb-uk-live.akamaized.net/x=4/i=urn:bbc:pips:service:bbc_parliament/pc_hd_abr_v2.m3u8
Sky News,https://linear021-gb-hls1-prd-ak.cdn.skycdp.com/Content/HLS_001_hd/Live/channel(skynews)/index_mob.m3u8
GB News,https://live-gbnews.simplestreamcdn.com/live5/gbnews/bitrate1.isml/manifest.m3u8
TalkTV,https://live-talktv-ssai.simplestreamcdn.com/v1/master/82267e84b9e5053b3fd0ade12cb1a146df74169a/talktv-live/index.m3u8
Arise News,https://liveedge-arisenews.visioncdn.com/live-hls/arisenews/arisenews/arisenews_web/master.m3u8
France 24,https://ythls.armelin.one/channel/UCQfwfsi5VrQ8yKZ-UWmAEFg.m3u8
Bloomberg TV,https://bloomberg.com/media-manifest/streams/eu.m3u8
NHK World Japan,https://nhkwlive-ojp.akamaized.net/hls/live/2003459/nhkwlive-ojp-en/index_4M.m3u8
Arirang World,http://amdlive.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch.smil/chunklist_b2256000_sleng.m3u8
TRT World,https://api.trtworld.com/livestream/v1/WcM3Oa2LHD9iUjWDSRUI335NkMWVTUV351H56dqC/master.m3u8
SportyStuff TV,https://cdn.rtmp1.vodhosting.com/hls/SportyStuffTV.m3u8
4Music Ⓖ,https://csm-e-boxplus.tls1.yospace.com/csm/extlive/boxplus01,boxhits-alldev.m3u8?spotxc1=195996&spotxc2=190878&yo.up=https://boxtv.secure.footprint.net/boxhits/
The Box Ⓖ,https://csm-e-boxplus.tls1.yospace.com/csm/extlive/boxplus01,thebox-alldev.m3u8?yo.up=https://boxtv.secure.footprint.net/thebox/
KISS Ⓖ,https://csm-e-boxplus.tls1.yospace.com/csm/extlive/boxplus01,kiss-alldev.m3u8?spotxc1=195996&spotxc2=190878&yo.up=https://boxtv.secure.footprint.net/kiss/
Magic Ⓖ,https://csm-e-boxplus.tls1.yospace.com/csm/extlive/boxplus01,magic-alldev.m3u8?yo.up=https%3A%2F%2Fboxtv.secure.footprint.net%2Fmagic%2F&spotxc1=195996&spotxc2=190878
Kerrang!,https://csm-e-boxplus.tls1.yospace.com/csm/extlive/boxplus01,kerrang-alldev.m3u8?yo.up=http://boxtv-origin-elb.cds1.yospace.com/uploads/kerrang/
QVC Beauty Ⓢ,https://qvcuk-live.akamaized.net/hls/live/2097112/qby/3/3.m3u8
QVC Extra Ⓢ,https://qvcuk-live.akamaized.net/hls/live/2097112/qex/3/3.m3u8
QVC Style Ⓢ,https://qvcuk-live.akamaized.net/hls/live/2097112/qst/3/3.m3u8
Now 70s,https://lightning-now70s-samsungnz.amagi.tv/playlist.m3u8
Now 80s,https://lightning-now80s-samsunguk.amagi.tv/playlist.m3u8
Now Rock,https://lightning-now90s-samsungnz.amagi.tv/playlist.m3u8
BBC World News Ⓢ,http://ott-cdn.ucom.am/s24/index.m3u8
BBC Radio 1,http://as-hls-ww-live.akamaized.net/pool_904/live/ww/bbc_radio_one/bbc_radio_one.isml/bbc_radio_one-audio%3d96000.norewind.m3u8
BBC Radio 2,http://as-hls-ww-live.akamaized.net/pool_904/live/ww/bbc_radio_two/bbc_radio_two.isml/bbc_radio_two-audio%3d96000.norewind.m3u8
BBC Radio 3,http://as-hls-ww-live.akamaized.net/pool_904/live/ww/bbc_radio_three/bbc_radio_three.isml/bbc_radio_three-audio%3d96000.norewind.m3u8
BBC Radio 4,http://as-hls-ww-live.akamaized.net/pool_904/live/ww/bbc_radio_fourfm/bbc_radio_fourfm.isml/bbc_radio_fourfm-audio%3d96000.norewind.m3u8
BBC Radio 5 Live,http://as-hls-ww-live.akamaized.net/pool_904/live/ww/bbc_radio_five_live/bbc_radio_five_live.isml/bbc_radio_five_live-audio%3d96000.norewind.m3u8
BBC Radio 6 Music,http://as-hls-ww-live.akamaized.net/pool_904/live/ww/bbc_6music/bbc_6music.isml/bbc_6music-audio%3d96000.norewind.m3u8
BBC Radio 1Xtra,http://as-hls-ww-live.akamaized.net/pool_904/live/ww/bbc_1xtra/bbc_1xtra.isml/bbc_1xtra-audio%3d96000.norewind.m3u8
BBC Radio 4 Extra,http://as-hls-ww-live.akamaized.net/pool_904/live/ww/bbc_radio_four_extra/bbc_radio_four_extra.isml/bbc_radio_four_extra-audio%3d96000.norewind.m3u8
BBC Radio 5 Sports Extra,http://as-hls-uk-live.akamaized.net/pool_904/live/uk/bbc_radio_five_live_sports_extra/bbc_radio_five_live_sports_extra.isml/bbc_radio_five_live_sports_extra-audio%3d96000.norewind.m3u8
BBC Asian Network,http://as-hls-ww-live.akamaized.net/pool_904/live/ww/bbc_asian_network/bbc_asian_network.isml/bbc_asian_network-audio%3d96000.norewind.m3u8
BBC World Service,http://a.files.bbci.co.uk/media/live/manifesto/audio/simulcast/hls/nonuk/sbr_low/ak/bbc_world_service.m3u8
Ukraine,#genre#
Pershyi,https://ext.cdn.nashnet.tv/228.0.2.45/index.m3u8
1+1 Ukraina Ⓢ,http://212.79.122.11:5014/udp/239.255.6.49:1234
1+1 Marafon,https://m3u8.ott.blue/watch/45/index.m3u8?geo=auto&token=94450098895765784220366841698509
Suspilne Kultura,https://ext.cdn.nashnet.tv/228.0.0.141/index.m3u8
Suspilne Sport,http://cdnua05.hls.tv/934/hls/8743361621b245838bee193c9ec28322/4856/stream.m3u8
ICTV2,http://cdnua05.hls.tv/919/hls/8743361621b245838bee193c9ec28322/4835/stream.m3u8
ICTV Serialy,http://cdnua05.hls.tv/624/hls/f62d71219200da4130d13b21d23fb23c/4896/stream.m3u8
Inter,http://212.79.122.11:5014/udp/239.255.6.25:1234
UNIAN TV,https://m3u8.ott.blue/watch/236/index.m3u8?geo=auto&token=94450098895765784220366841698509
Bigudi Ⓢ,http://212.79.122.11:5014/udp/239.255.6.13:1234
Армія ТБ,https://m3u8.ott.blue/watch/7572/index.m3u8?geo=auto&token=94450098895765784220366841698509%20
Novyi Kanal,http://212.79.122.11:5014/udp/239.255.6.38:1234
TET Ⓢ,http://212.79.122.11:5014/udp/239.255.6.11:1234
